Generation 1: movement -0.41451219287891017,0.0,0.647675301373297,0.0,0.0,0.0,-0.11426007536116319,0.0,0.17853136775181744,0.0,-0.3914486423459942,0.0,0.6116385036656158,0.0,0.4409862402409197,0.0,-0.6890410003764369 rotation 0.0,56.25,0.0,2.879624724875274,0.0,-7.5262451739169745,0.0,4.729424283280248,0.0,0.0,0.0,0.9994007080285388,0.0,2.0398703162192864,0.0,-5.627240503927933
Generation 2: movement -0.029024385757820147,0.0,0.04535060274659397,0.0,0.0,0.0,-0.22852015072232637,0.0,0.3570627355036349,0.0,-0.7828972846919884,0.0,1.2232770073312316,0.0,0.8819724804818394,0.0,-1.3780820007528738 rotation 0.0,56.25,0.0,5.759249449750548,0.0,-15.052490347833949,0.0,9.458848566560496,0.0,0.0,0.0,1.9988014160570775,0.0,4.079740632438573,0.0,-11.254481007855865
Generation 13: movement -0.03179164080792466,0.0,0.051008379923454215,0.0,-0.00208428306417491,0.0,-0.21171726479666375,0.0,0.33080822624478706,0.0,-0.7698340242622866,0.0,1.2028656629098227,0.0,0.8819724804818394,0.0,-1.374410375949892,0.0,-0.005736913754659192 rotation 0.0,56.25486545134148,0.0,5.751647182029491,0.0,-15.281365191971497,0.0,9.816465510525417,0.0,0.0,0.0,1.9988014160570775,0.0,4.079740632438573,0.0,-11.254481007855865
Generation 19: movement -0.03179164080792466,0.0,0.04833592829037683,0.0,-0.0033559395058797565,0.0,-0.2032057614866821,0.0,0.33080822624478706,0.0,-0.7698340242622866,0.0,1.2028656629098227,0.0,0.8819724804818394,0.0,-1.3765126183167562,0.0,-0.002452160056433745 rotation 0.0,56.248844323520395,0.0,4.695514992833741,0.0,-12.632368287603938,0.0,8.278824354814859,0.0,0.0,0.0,1.9138852535026303,0.0,4.212422136429897,0.0,-11.254481007855865
Generation 57: movement -0.03179164080792466,0.0,0.05286144229642234,0.0,-0.011737762151822392,0.0,-0.2011577817812188,0.0,0.33080822624478706,0.0,-0.8538531212853765,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.3765126183167562,0.0,-0.002452160056433745 rotation 0.0,56.248844323520395,0.0,4.996826191437057,0.0,-12.399814454506977,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,3.557309476874002,0.0,-10.230867477299782
Generation 60: movement -0.026183624169218746,0.0,0.038990092823810454,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8588982468134108,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.3748851236876531,0.0,-0.0049951204144072035 rotation 0.0,56.248844323520395,0.0,4.996826191437057,0.0,-12.399814454506977,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,3.557309476874002,0.0,-10.230555528857453,0.0,-0.00048741944113861013
Generation 111: movement -0.024755954016386632,0.0,0.03675935821001027,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8588982468134108,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.3706210023926437,0.0,-0.011657809937859422 rotation 0.0,56.248844323520395,0.0,4.667335823120416,0.0,-11.884985754012224,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,4.207778955585992,0.0,-11.24529240705328,0.0,-0.003021298021852399
Generation 112: movement -0.023328283863554514,0.0,0.03452862359621009,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8588982468134108,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.3663568810976343,0.0,-0.01832049946131164 rotation 0.0,56.248844323520395,0.0,4.337845454803774,0.0,-11.37015705351747,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,4.85824843429798,0.0,-12.260029285249104,0.0,-0.005555176602566188
Generation 113: movement -0.021900613710722397,0.0,0.03229788898240991,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8588982468134108,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.362092759802625,0.0,-0.024983188984763857 rotation 0.0,56.248844323520395,0.0,4.008355086487132,0.0,-10.855328353022719,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,5.508717913009969,0.0,-13.27476616344493,0.0,-0.008089055183279978
Generation 114: movement -0.02047294355789028,0.0,0.030067154368609725,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8588982468134108,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.3578286385076155,0.0,-0.031645878508216076 rotation 0.0,56.248844323520395,0.0,3.678864718170491,0.0,-10.340499652527967,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,6.159187391721959,0.0,-14.289503041640756,0.0,-0.010622933763993767
Generation 115: movement -0.019045273405058162,0.0,0.027836419754809542,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8588982468134108,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.353564517212606,0.0,-0.038308568031668294 rotation 0.0,56.248844323520395,0.0,3.349374349853849,0.0,-9.825670952033214,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,6.8096568704339475,0.0,-15.304239919836581,0.0,-0.013156812344707556
Generation 116: movement -0.017617603252226045,0.0,0.02560568514100936,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8588982468134108,0.0,1.3341455020084005,0.0,0.8819724804818394,0.0,-1.3493003959175967,0.0,-0.04497125755512051 rotation 0.0,56.248844323520395,0.0,3.0198839815372076,0.0,-9.31084225153846,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,7.460126349145936,0.0,-16.318976798032406,0.0,-0.015690690925421344
Generation 118: movement -0.017617603252226045,0.0,0.02560568514100936,0.0,-0.006498464502050445,0.0,-0.19687147079786954,0.0,0.334037106582729,0.0,-0.8790565283322073,0.0,1.36564281688152,0.0,1.0307586569738743,0.0,-1.5790737766562084,0.0,-0.04919785135229625 rotation 0.0,56.252849461696876,0.0,3.0136259531364558,0.0,-9.31084225153846,0.0,7.17983594713573,0.0,-0.00012738639773404118,0.0,1.9140842947490897,0.0,7.897965109911356,0.0,-17.003099861728373,0.0,-0.015690690925421344
Generation 137: movement -0.01479974154701931,0.0,0.021202776226623837,0.0,-0.008023924327277911,0.0,-0.17882784124065398,0.0,0.30956820255101397,0.0,-0.8790565283322073,0.0,1.3684616842423012,0.0,1.1381870915133772,0.0,-1.7538127060167144,0.0,-0.04919785135229625 rotation 0.0,56.252849461696876,0.0,3.5118703147688914,0.0,-10.089349066589142,0.0,7.1788902293782035,0.0,0.0013502975984004146,0.0,1.9140842947490897,0.0,7.1778071106606305,0.0,-15.874201354055534,0.0,-0.02139636880602081
Generation 140: movement -0.01479974154701931,0.0,0.021202776226623837,0.0,-0.008023924327277911,0.0,-0.1601818163936237,0.0,0.27738604343318457,0.0,-0.8742944263097939,0.0,1.3684616842423012,0.0,1.1381870915133772,0.0,-1.7538127060167144,0.0,-0.04919785135229625 rotation 0.0,56.25616270591889,0.0,3.506693370671987,0.0,-10.089349066589142,0.0,7.1788902293782035,0.0,0.0013502975984004146,0.0,1.9140842947490897,0.0,7.1778071106606305,0.0,-15.874201354055534,0.0,-0.02139636880602081
Generation 172: movement -0.01479974154701931,0.0,0.021202776226623837,0.0,-0.01060305150049244,0.0,-0.156151930185476,0.0,0.27738604343318457,0.0,-0.8742944263097939,0.0,1.3684616842423012,0.0,1.086970995943999,0.0,-1.6718073145250625,0.0,-0.052291979734324624 rotation 0.0,56.25616270591889,0.0,3.506693370671987,0.0,-10.089349066589142,0.0,7.1788902293782035,0.0,-0.004583699683900421,0.0,1.9233561655026847,0.0,7.1778071106606305,0.0,-15.873084496107472,0.0,-0.023141459349868426
Generation 183: movement -0.010926686730352636,0.0,0.015151128075582158,0.0,-0.01060305150049244,0.0,-0.156151930185476,0.0,0.27738604343318457,0.0,-0.8098909588412979,0.0,1.271754484638112,0.0,1.080840967326287,0.0,-1.6738479193363185,0.0,-0.04910353471673716 rotation 0.0,56.26109553737972,0.0,3.498985821514451,0.0,-10.089349066589142,0.0,7.175676894156687,0.0,0.0004371365997192598,0.0,1.9233561655026847,0.0,7.1778071106606305,0.0,-15.875282067296148,0.0,-0.019707754367563442
Generation 184: movement -0.00705363191368596,0.0,0.00909947992454048,0.0,-0.01060305150049244,0.0,-0.156151930185476,0.0,0.27738604343318457,0.0,-0.7454874913728019,0.0,1.1750472850339226,0.0,1.0747109387085751,0.0,-1.6758885241475745,0.0,-0.045915089699149696 rotation 0.0,56.26602836884054,0.0,3.4912782723569147,0.0,-10.089349066589142,0.0,7.172463558935171,0.0,0.005457972883338941,0.0,1.9233561655026847,0.0,7.1778071106606305,0.0,-15.877479638484822,0.0,-0.01627404938525846
Generation 185: movement -0.0031805770970192845,0.0,0.0030478317734987997,0.0,-0.01060305150049244,0.0,-0.156151930185476,0.0,0.27738604343318457,0.0,-0.6810840239043059,0.0,1.0783400854297331,0.0,1.0685809100908632,0.0,-1.6779291289588305,0.0,-0.04272664468156223 rotation 0.0,56.270961200301365,0.0,3.4835707231993784,0.0,-10.089349066589142,0.0,7.169250223713654,0.0,0.010478809166958623,0.0,1.9233561655026847,0.0,7.1778071106606305,0.0,-15.879677209673497,0.0,-0.012840344402953476
Generation 213: movement 0.0026819077795106954,0.0,-0.006112300846079292,0.0,-0.01060305150049244,0.0,-0.156151930185476,0.0,0.27738604343318457,0.0,-0.6011632187895963,0.0,0.9519451732499938,0.0,1.070953807259622,0.0,-1.6779291289588305,0.0,-0.04272664468156223 rotation 0.0,56.26918814414722,0.0,3.0190224175968763,0.0,-9.35916358870892,0.0,7.174204739434406,0.0,0.0027373783532833726,0.0,2.141689833047244,0.0,8.163019574328462,0.0,-17.952112864683194,0.0,-0.012840344402953476
